ORDERNUMBER;ORDERDATE;REQUIREDDATE;SHIPPEDDATE;STATUS;PRODUCTCODE;QUANTITYORDERED;PRICEEACH;ORDERLINENUMBER;PRODUCTNAME;PRODUCTLINE;PRODUCTSCALE;PRODUCTVENDOR;PRODUCTDESCRIPTION;QUANTITYINSTOCK;BUYPRICE;MSRP;CUSTOMERNUMBER;CUSTOMERNAME;CITY;STATE;POSTALCODE;COUNTRY;CREDITLIMIT;FIRSTNAME;LASTNAME;EMAIL;JOBTITLE;OFFICECODE;CITY_1;PHONE;STATE_1;COUNTRY_1;POSTALCODE_1;TERRITORY
10183;11/13/2019;11/22/2019;11/15/2019;Shipped;S32_3522;49;52,36;4;1996 Peterbilt 379 Stake Bed with Outrigger;Trucks and Buses;01:32;Red Start Diecast;This model features, opening doors, detailed engine, working steering, tinted windows, detailed interior, die-struck logos, removable stakes operating outriggers, detachable second trailer, functioning 360-degree self loader, precision molded resin trailer and trim, baked enamel finish on cab;814;33,61;64,64;339;Classic Gift Ideas, Inc;Philadelphia;PA;71270;USA;81100;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10183;11/13/2019;11/22/2019;11/15/2019;Shipped;S700_2824;23;85,98;3;1982 Camaro Z28;Classic Cars;01:18;Carousel DieCast Legends;"Features include opening and closing doors. Color: White. Measures approximately 9 1/2"" Long.";6934;46,53;101,15;339;Classic Gift Ideas, Inc;Philadelphia;PA;71270;USA;81100;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10307;10/14/2020;10/23/2020;10/20/2020;Shipped;S10_4757;22;118,32;9;1972 Alfa Romeo GTA;Classic Cars;01:10;Motor City Art Classics;Features include: Turnable front wheels* steering function* detailed interior* detailed engine* opening hood* opening trunk* opening doors* and detailed chassis.;3252;85,68;136;339;Classic Gift Ideas, Inc;Philadelphia;PA;71270;USA;81100;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10307;10/14/2020;10/23/2020;10/20/2020;Shipped;S18_1662;39;135,61;1;1980s Black Hawk Helicopter;Planes;01:18;Red Start Diecast;1:18 scale replica of actual Army's UH-60L BLACK HAWK Helicopter. 100% hand-assembled. Features rotating rotor blades, propeller blades and rubber wheels.;5330;77,27;157,69;339;Classic Gift Ideas, Inc;Philadelphia;PA;71270;USA;81100;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10307;10/14/2020;10/23/2020;10/20/2020;Shipped;S18_3029;31;71,4;7;1999 Yamaha Speed Boat;Ships;01:18;Min Lin Diecast;Exact replica. Wood and Metal. Many extras including rigging, long boats, pilot house, anchors, etc. Comes with three masts, all square-rigged.;4259;51,61;86,02;339;Classic Gift Ideas, Inc;Philadelphia;PA;71270;USA;81100;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10307;10/14/2020;10/23/2020;10/20/2020;Shipped;S18_3856;48;92,11;6;1941 Chevrolet Special Deluxe Cabriolet;Vintage Cars;01:18;Exoto Designs;Features opening hood, opening doors, opening trunk, wide white wall tires, front door arm rests, working steering system, leather upholstery. Color black.;2378;64,58;105,87;339;Classic Gift Ideas, Inc;Philadelphia;PA;71270;USA;81100;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10307;10/14/2020;10/23/2020;10/20/2020;Shipped;S24_2841;25;58,23;2;1900s Vintage Bi-Plane;Planes;01:24;Autoart Studio Design;Hand crafted diecast-like metal bi-plane is re-created in about 1:24 scale of antique pioneer airplane. All hand-assembled with many different parts. Hand-painted in classic yellow and features correct markings of original airplane.;5942;34,25;68,51;339;Classic Gift Ideas, Inc;Philadelphia;PA;71270;USA;81100;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10307;10/14/2020;10/23/2020;10/20/2020;Shipped;S24_3420;22;64,44;3;1937 Horch 930V Limousine;Vintage Cars;01:24;Autoart Studio Design;Features opening hood, opening doors, opening trunk, wide white wall tires, front door arm rests, working steering system;2902;26,3;65,75;339;Classic Gift Ideas, Inc;Philadelphia;PA;71270;USA;81100;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10307;10/14/2020;10/23/2020;10/20/2020;Shipped;S24_3816;22;75,47;8;1940 Ford Delivery Sedan;Vintage Cars;01:24;Carousel DieCast Legends;Chrome Trim, Chrome Grille, Opening Hood, Opening Doors, Opening Trunk, Detailed Engine, Working Steering System. Color black.;6621;48,64;83,86;339;Classic Gift Ideas, Inc;Philadelphia;PA;71270;USA;81100;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10307;10/14/2020;10/23/2020;10/20/2020;Shipped;S700_2047;34;81,47;5;HMS Bounty;Ships;0,527777778;Unimax Art Galleries;Measures 30 inches Long x 27 1/2 inches High x 4 3/4 inches Wide. Many extras including rigging, long boats, pilot house, anchors, etc. Comes with three masts, all square-rigged.;3501;39,83;90,52;339;Classic Gift Ideas, Inc;Philadelphia;PA;71270;USA;81100;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10307;10/14/2020;10/23/2020;10/20/2020;Shipped;S72_1253;34;44,2;4;Boeing X-32A JSF;Planes;0,091666667;Motor City Art Classics;"10"" Wingspan with retractable landing gears.Comes with pilot";4857;32,77;49,66;339;Classic Gift Ideas, Inc;Philadelphia;PA;71270;USA;81100;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10147;9/5/2019;9/12/2019;9/9/2019;Shipped;S12_1099;48;161,49;7;1968 Ford Mustang;Classic Cars;01:12;Autoart Studio Design;Hood, doors and trunk all open to reveal highly detailed interior features. Steering wheel actually turns the front wheels. Color dark green.;68;95,34;194,57;379;Collectables For Less Inc.;Brickhaven;MA;58339;USA;70700;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10147;9/5/2019;9/12/2019;9/9/2019;Shipped;S12_3380;31;110,39;5;1968 Dodge Charger;Classic Cars;01:12;Welly Diecast Productions;1:12 scale model of a 1968 Dodge Charger. Hood, doors and trunk all open to reveal highly detailed interior features. Steering wheel actually turns the front wheels. Color black;9123;75,16;117,44;379;Collectables For Less Inc.;Brickhaven;MA;58339;USA;70700;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10147;9/5/2019;9/12/2019;9/9/2019;Shipped;S12_3990;21;74,21;8;1970 Plymouth Hemi Cuda;Classic Cars;01:12;Studio M Art Models;Very detailed 1970 Plymouth Cuda model in 1:12 scale. The Cuda is generally accepted as one of the fastest original muscle cars from the 1970s. This model is a reproduction of one of the orginal 652 cars built in 1970. Red color.;5663;31,92;79,8;379;Collectables For Less Inc.;Brickhaven;MA;58339;USA;70700;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10147;9/5/2019;9/12/2019;9/9/2019;Shipped;S12_4675;33;97,89;4;1969 Dodge Charger;Classic Cars;01:12;Welly Diecast Productions;Detailed model of the 1969 Dodge Charger. This model includes finely detailed interior and exterior features. Painted in red and white.;7323;58,73;115,16;379;Collectables For Less Inc.;Brickhaven;MA;58339;USA;70700;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10147;9/5/2019;9/12/2019;9/9/2019;Shipped;S18_1889;26;70,84;3;1948 Porsche 356-A Roadster;Classic Cars;01:18;Gearbox Collectibles;This precision die-cast replica features opening doors, superb detail and craftsmanship, working steering system, opening forward compartment, opening rear trunk with removable spare, 4 wheel independent spring suspension as well as factory baked enamel finish.;8826;53,9;77;379;Collectables For Less Inc.;Brickhaven;MA;58339;USA;70700;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10147;9/5/2019;9/12/2019;9/9/2019;Shipped;S18_3278;36;74,78;10;1969 Dodge Super Bee;Classic Cars;01:18;Min Lin Diecast;This replica features opening doors, superb detail and craftsmanship, working steering system, opening forward compartment, opening rear trunk with removable spare, 4 wheel independent spring suspension as well as factory baked enamel finish.;1917;49,05;80,41;379;Collectables For Less Inc.;Brickhaven;MA;58339;USA;70700;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10147;9/5/2019;9/12/2019;9/9/2019;Shipped;S18_3482;37;129,35;9;1976 Ford Gran Torino;Classic Cars;01:18;Gearbox Collectibles;"Highly detailed 1976 Ford Gran Torino ""Starsky and Hutch"" diecast model. Very well constructed and painted in red and white patterns.";9127;73,49;146,99;379;Collectables For Less Inc.;Brickhaven;MA;58339;USA;70700;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10147;9/5/2019;9/12/2019;9/9/2019;Shipped;S24_2972;25;33,23;1;1982 Lamborghini Diablo;Classic Cars;01:24;Second Gear Diecast;This replica features opening doors, superb detail and craftsmanship, working steering system, opening forward compartment, opening rear trunk with removable spare, 4 wheel independent spring suspension as well as factory baked enamel finish.;7723;16,24;37,76;379;Collectables For Less Inc.;Brickhaven;MA;58339;USA;70700;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10147;9/5/2019;9/12/2019;9/9/2019;Shipped;S24_3371;30;48,98;6;1971 Alpine Renault 1600s;Classic Cars;01:24;Welly Diecast Productions;This 1971 Alpine Renault 1600s replica Features opening doors, superb detail and craftsmanship, working steering system, opening forward compartment, opening rear trunk with removable spare, 4 wheel independent spring suspension as well as factory baked enamel finish.;7995;38,58;61,23;379;Collectables For Less Inc.;Brickhaven;MA;58339;USA;70700;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10147;9/5/2019;9/12/2019;9/9/2019;Shipped;S24_3856;23;123,58;2;1956 Porsche 356A Coupe;Classic Cars;01:18;Classic Metal Creations;Features include: Turnable front wheels* steering function* detailed interior* detailed engine* opening hood* opening trunk* opening doors* and detailed chassis.;6600;98,3;140,43;379;Collectables For Less Inc.;Brickhaven;MA;58339;USA;70700;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10147;9/5/2019;9/12/2019;9/9/2019;Shipped;S24_4620;31;72,76;11;1961 Chevrolet Impala;Classic Cars;01:18;Classic Metal Creations;This 1:18 scale precision die-cast reproduction of the 1961 Chevrolet Impala has all the features-doors, hood and trunk that open* detailed 409 cubic-inch engine* chrome dashboard and stick shift, two-tone interior* working steering system* all topped of with a factory baked-enamel finish.;7869;32,33;80,84;379;Collectables For Less Inc.;Brickhaven;MA;58339;USA;70700;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10274;7/21/2020;7/29/2020;7/22/2020;Shipped;S18_1662;41;129,31;1;1980s Black Hawk Helicopter;Planes;01:18;Red Start Diecast;1:18 scale replica of actual Army's UH-60L BLACK HAWK Helicopter. 100% hand-assembled. Features rotating rotor blades, propeller blades and rubber wheels.;5330;77,27;157,69;379;Collectables For Less Inc.;Brickhaven;MA;58339;USA;70700;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10274;7/21/2020;7/29/2020;7/22/2020;Shipped;S24_2841;40;56,86;2;1900s Vintage Bi-Plane;Planes;01:24;Autoart Studio Design;Hand crafted diecast-like metal bi-plane is re-created in about 1:24 scale of antique pioneer airplane. All hand-assembled with many different parts. Hand-painted in classic yellow and features correct markings of original airplane.;5942;34,25;68,51;379;Collectables For Less Inc.;Brickhaven;MA;58339;USA;70700;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10274;7/21/2020;7/29/2020;7/22/2020;Shipped;S24_3420;24;65,09;3;1937 Horch 930V Limousine;Vintage Cars;01:24;Autoart Studio Design;Features opening hood, opening doors, opening trunk, wide white wall tires, front door arm rests, working steering system;2902;26,3;65,75;379;Collectables For Less Inc.;Brickhaven;MA;58339;USA;70700;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10274;7/21/2020;7/29/2020;7/22/2020;Shipped;S700_2047;24;75,13;5;HMS Bounty;Ships;0,527777778;Unimax Art Galleries;Measures 30 inches Long x 27 1/2 inches High x 4 3/4 inches Wide. Many extras including rigging, long boats, pilot house, anchors, etc. Comes with three masts, all square-rigged.;3501;39,83;90,52;379;Collectables For Less Inc.;Brickhaven;MA;58339;USA;70700;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10274;7/21/2020;7/29/2020;7/22/2020;Shipped;S72_1253;32;49,66;4;Boeing X-32A JSF;Planes;0,091666667;Motor City Art Classics;"10"" Wingspan with retractable landing gears.Comes with pilot";4857;32,77;49,66;379;Collectables For Less Inc.;Brickhaven;MA;58339;USA;70700;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10369;1/20/2021;1/28/2021;1/24/2021;Shipped;S10_1949;41;195,01;2;1952 Alpine Renault 1300;Classic Cars;01:10;Classic Metal Creations;Turnable front wheels* steering function* detailed interior* detailed engine* opening hood* opening trunk* opening doors* and detailed chassis.;7305;98,58;214,3;379;Collectables For Less Inc.;Brickhaven;MA;58339;USA;70700;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10369;1/20/2021;1/28/2021;1/24/2021;Shipped;S18_1342;44;89,38;8;1937 Lincoln Berline;Vintage Cars;01:18;Motor City Art Classics;Features opening engine cover, doors, trunk, and fuel filler cap. Color black;8693;60,62;102,74;379;Collectables For Less Inc.;Brickhaven;MA;58339;USA;70700;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10369;1/20/2021;1/28/2021;1/24/2021;Shipped;S18_1367;32;46,36;7;1936 Mercedes-Benz 500K Special Roadster;Vintage Cars;01:18;Studio M Art Models;This 1:18 scale replica is constructed of heavy die-cast metal and has all the features of the original: working doors and rumble seat, independent spring suspension, detailed interior, working steering system, and a bifold hood that reveals an engine so accurate that it even includes the wiring. All this is topped off with a baked enamel finish. Color white.;8635;24,26;53,91;379;Collectables For Less Inc.;Brickhaven;MA;58339;USA;70700;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10369;1/20/2021;1/28/2021;1/24/2021;Shipped;S18_2949;42;100,3;1;1913 Ford Model T Speedster;Vintage Cars;01:18;Carousel DieCast Legends;This 250 part reproduction includes moving handbrakes, clutch, throttle and foot pedals, squeezable horn, detailed wired engine, removable water, gas, and oil cans, pivoting monocle windshield, all topped with a baked enamel red finish. Each replica comes with an Owners Title and Certificate of Authenticity. Color red.;4189;60,78;101,31;379;Collectables For Less Inc.;Brickhaven;MA;58339;USA;70700;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10369;1/20/2021;1/28/2021;1/24/2021;Shipped;S18_2957;28;51,84;6;1934 Ford V8 Coupe;Vintage Cars;01:18;Min Lin Diecast;Chrome Trim, Chrome Grille, Opening Hood, Opening Doors, Opening Trunk, Detailed Engine, Working Steering System;5649;34,35;62,46;379;Collectables For Less Inc.;Brickhaven;MA;58339;USA;70700;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10369;1/20/2021;1/28/2021;1/24/2021;Shipped;S18_3136;21;90,06;5;18th Century Vintage Horse Carriage;Vintage Cars;01:18;Red Start Diecast;Hand crafted diecast-like metal horse carriage is re-created in about 1:18 scale of antique horse carriage. This antique style metal Stagecoach is all hand-assembled with many different parts. This collectible metal horse carriage is painted in classic Red, and features turning steering wheel and is entirely hand-finished.;5992;60,74;104,72;379;Collectables For Less Inc.;Brickhaven;MA;58339;USA;70700;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10369;1/20/2021;1/28/2021;1/24/2021;Shipped;S18_3320;45;80,36;4;1917 Maxwell Touring Car;Vintage Cars;01:18;Exoto Designs;Features Gold Trim, Full Size Spare Tire, Chrome Trim, Chrome Grille, Opening Hood, Opening Doors, Opening Trunk, Detailed Engine, Working Steering System;7913;57,54;99,21;379;Collectables For Less Inc.;Brickhaven;MA;58339;USA;70700;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10369;1/20/2021;1/28/2021;1/24/2021;Shipped;S24_4258;40;93,49;3;1936 Chrysler Airflow;Vintage Cars;01:24;Second Gear Diecast;Features opening trunk,  working steering system. Color dark green.;4710;57,46;97,39;379;Collectables For Less Inc.;Brickhaven;MA;58339;USA;70700;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10207;12/9/2019;12/17/2019;12/11/2019;Shipped;S10_4962;31;125,58;15;1962 LanciaA Delta 16V;Classic Cars;01:10;Second Gear Diecast;Features include: Turnable front wheels* steering function* detailed interior* detailed engine* opening hood* opening trunk* opening doors* and detailed chassis.;6791;103,42;147,74;495;Diecast Collectables;Boston;MA;51003;USA;85100;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10207;12/9/2019;12/17/2019;12/11/2019;Shipped;S12_4473;34;95,99;7;1957 Chevy Pickup;Trucks and Buses;01:12;Exoto Designs;"1:12 scale die-cast about 20"" long Hood opens, Rubber wheels";6125;55,7;118,5;495;Diecast Collectables;Boston;MA;51003;USA;85100;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10207;12/9/2019;12/17/2019;12/11/2019;Shipped;S18_2238;44;140,81;6;1998 Chrysler Plymouth Prowler;Classic Cars;01:18;Gearbox Collectibles;Turnable front wheels* steering function* detailed interior* detailed engine* opening hood* opening trunk* opening doors* and detailed chassis.;4724;101,51;163,73;495;Diecast Collectables;Boston;MA;51003;USA;85100;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10207;12/9/2019;12/17/2019;12/11/2019;Shipped;S18_2319;43;109,23;10;1964 Mercedes Tour Bus;Trucks and Buses;01:18;Unimax Art Galleries;Exact replica. 100+ parts. working steering system, original logos;8258;74,86;122,73;495;Diecast Collectables;Boston;MA;51003;USA;85100;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10207;12/9/2019;12/17/2019;12/11/2019;Shipped;S18_2432;37;60,77;13;1926 Ford Fire Engine;Trucks and Buses;01:18;Carousel DieCast Legends;Gleaming red handsome appearance. Everything is here the fire hoses, ladder, axes, bells, lanterns, ready to fight any inferno.;2018;24,92;60,77;495;Diecast Collectables;Boston;MA;51003;USA;85100;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
10207;12/9/2019;12/17/2019;12/11/2019;Shipped;S18_3232;25;140,55;11;1992 Ferrari 360 Spider red;Classic Cars;01:18;Unimax Art Galleries;his replica features opening doors, superb detail and craftsmanship, working steering system, opening forward compartment, opening rear trunk with removable spare, 4 wheel independent spring suspension as well as factory baked enamel finish.;8347;77,9;169,34;495;Diecast Collectables;Boston;MA;51003;USA;85100;Julie;Firrelli;jfirrelli@classicmodelcars.com;Sales Rep;2;Boston;+1 215 837 0825;MA;USA;2107;NA
